Search terms report
"January 17, 2024 - February 15, 2024"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Impr.,Interactions,Clicks,Currency code,Cost,Conversions,Campaign type
cost of solar in texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar panel deals""",1,0,0,USD,0.00,0.00,Search
solar panels in texas worth it,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""is solar worth it""",3,0,0,USD,0.00,0.00,Search
get solar 1,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""get solar""",1,0,0,USD,0.00,0.00,Search
solar panels for 500 sq ft house,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels near me""",1,0,0,USD,0.00,0.00,Search
tesla shingles cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar panels on roof cost""",2,0,0,USD,0.00,0.00,Search
best solar powered generator for home,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""the best solar panels""",1,0,0,USD,0.00,0.00,Search
qcells solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels near me""",3,0,0,USD,0.00,0.00,Search
solar cost per kwh installed,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
solar panel for house cost,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[how much do solar panels cost],1,0,0,USD,0.00,0.00,Search
solar lease program,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Leasing/Financing,"""lease solar""",1,0,0,USD,0.00,0.00,Search
solar power grants for homeowners,Exact match,Added,G_S_NB_Generic_TX,Solar Incentives/Credits,[solar power grants for homeowners],3,0,0,USD,0.00,0.00,Search
solar panel review,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
self install solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar electric""",1,0,0,USD,0.00,0.00,Search
upgrade solar system,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panels systems""",1,0,0,USD,0.00,0.00,Search
price on solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""solar panel deals""",1,0,0,USD,0.00,0.00,Search
sunrun quote,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Quotes/Estimates,"""get a solar quote""",3,0,0,USD,0.00,0.00,Search
california solar rights act,Exact match (close variant),None,G_S_NB_Generic_CA,California,[solar laws in california],1,0,0,USD,0.00,0.00,Search
solar smart king inverter,Broad match,None,G_S_NB_Generic_CA,Solar - list,power solar,1,0,0,USD,0.00,0.00,Search
nem 3.0 vs nem 2.0,Exact match (close variant),None,G_S_NB_Generic_CA,CA - NEM 3.0,[solar 2.0 vs 3.0],1,0,0,USD,0.00,0.00,Search
tesla solar loan rates,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,"""solar panel loan""",1,0,0,USD,0.00,0.00,Search
solar storage battery cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar costs""",1,0,0,USD,0.00,0.00,Search
solar loan calculator,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar calculator""",3,0,0,USD,0.00,0.00,Search
solar management services,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
plugged solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar energy""",1,0,0,USD,0.00,0.00,Search
how to claim solar tax credit,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,[tax credit solar panels],1,0,0,USD,0.00,0.00,Search
most expensive solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels price""",1,0,0,USD,0.00,0.00,Search
adding panels to existing solar system,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electricity""",1,0,0,USD,0.00,0.00,Search
pge solar battery rebate,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
cost of solar electric,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panel price],1,0,0,USD,0.00,0.00,Search
pros cons solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar - list,[solar panels pros and cons],1,0,0,USD,0.00,0.00,Search
10 000 kwh solar system,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""10kw solar system""",1,0,0,USD,0.00,0.00,Search
how do i know how many solar panels i need,Broad match,None,G_S_NB_Generic_CA,Solar Cost,how much solar,1,1,1,USD,5.20,0.00,Search
solar panels townhouse,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar power solar""",1,0,0,USD,0.00,0.00,Search
pros and cons of solar energy,Exact match,Added,G_S_NB_Generic_CA,Solar - list,[pros and cons of solar energy],5,0,0,USD,0.00,0.00,Search
indiana solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panel power""",1,0,0,USD,0.00,0.00,Search
how many kwh does a solar panel produce,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,solar calculator,1,0,0,USD,0.00,0.00,Search
what does the average solar system cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much does one solar panel cost""",1,0,0,USD,0.00,0.00,Search
qcell solar panels review,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""power solar""",1,0,0,USD,0.00,0.00,Search
is powur solar legit,Broad match,None,G_S_NB_Generic_CA,Solar Companies,solar energy companies,1,0,0,USD,0.00,0.00,Search
best solar loans,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,[solar loan],1,0,0,USD,0.00,0.00,Search
how much are tesla solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much does one solar panel cost""",1,0,0,USD,0.00,0.00,Search
solar calculator san diego,Exact match,Added,G_S_NB_Generic_CA,CA - San Diego,[solar calculator san diego],1,0,0,USD,0.00,0.00,Search
self installed solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""get solar panels""",1,0,0,USD,0.00,0.00,Search
siflab,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panels brands""",1,0,0,USD,0.00,0.00,Search
solar san gabriel,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panals""",1,0,0,USD,0.00,0.00,Search
do solar panels really reduce electricity bills,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar savings""",1,0,0,USD,0.00,0.00,Search
all save solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
solar panels lease,Exact match,Added,G_S_NB_Generic_CA,Solar Leasing/Financing,[solar panels lease],2,0,0,USD,0.00,0.00,Search
how much are solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""get solar""",4,1,1,USD,19.18,0.00,Search
solar shingles for sale,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,1,1,USD,3.94,0.00,Search
sunwest solar,Phrase match (close variant),None,G_S_NB_Generic_CA,CA - Bay Area,"""solar companies bay area""",1,0,0,USD,0.00,0.00,Search
solar panel installation cost bay area,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much do solar panels cost to install""",1,0,0,USD,0.00,0.00,Search
silfab solar panels price,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,"""solar panels""",2,0,0,USD,0.00,0.00,Search
nrg solar prices,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
vantage point solar reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel reviews""",1,0,0,USD,0.00,0.00,Search
north facing solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
texas solar power,Exact match,Added,G_S_NB_Generic_TX,Texas,[texas solar power],15,0,0,USD,0.00,0.00,Search
how to install a solar system,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solor panels""",1,0,0,USD,0.00,0.00,Search
solar w,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
pv panels,Exact match,Added,G_S_NB_Generic_TX,Solar Panels,[pv panels],1,0,0,USD,0.00,0.00,Search
how much does it cost to put solar on your home,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[solar cost calculator],1,0,0,USD,0.00,0.00,Search
solar power install,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels in my area""",1,0,0,USD,0.00,0.00,Search
best solar panels in the world,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""best solar power""",1,1,1,USD,6.86,0.00,Search
how many solar panels for tiny house,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""how much solar do i need for my house""",1,0,0,USD,0.00,0.00,Search
solar lease rates,Exact match,Added,G_S_NB_Generic_TX,Solar Leasing/Financing,[solar lease rates],4,0,0,USD,0.00,0.00,Search
solar panel for shed power,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Systems,"""solar power system""",1,0,0,USD,0.00,0.00,Search
solar panel loan calculator,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Leasing/Financing,"""solar panels financing""",1,0,0,USD,0.00,0.00,Search
solar panels suppliers,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,[where to buy solar panels],1,0,0,USD,0.00,0.00,Search
roof solar panels,Exact match,Added,G_S_NB_Generic_TX,Solar Panels,[roof solar panels],12,0,0,USD,0.00,0.00,Search
average cost of solar panels for home,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
how does solar buy back work,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar buyback""",1,0,0,USD,0.00,0.00,Search
how much to install solar system,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
cheap solar panels for house,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels for home for sale""",1,0,0,USD,0.00,0.00,Search
sunpower solar panels for sale,Phrase match,None,G_S_NB_Generic_TX,Solar Panels,"""solar panels""",1,0,0,USD,0.00,0.00,Search
panasonic solar panel,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""best solar power""",1,0,0,USD,0.00,0.00,Search
19kw solar system,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar system price""",1,0,0,USD,0.00,0.00,Search
cost of a solar system for a house,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
solar electric cost,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar power cost""",2,0,0,USD,0.00,0.00,Search
5kv solar system price in pakistan,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar panel price""",1,0,0,USD,0.00,0.00,Search
solar panel system calculator,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""how much solar""",2,0,0,USD,0.00,0.00,Search
solar panels for house in texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar panels for home price""",1,1,1,USD,18.34,0.00,Search
shine solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",6,0,0,USD,0.00,0.00,Search
solar reviews sunrun,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar reviews""",1,0,0,USD,0.00,0.00,Search
solar panels for 1500 sq ft home cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar panels cost""",1,1,1,USD,4.63,0.00,Search
solar panels for tiny house,Phrase match (close variant),None,G_S_NB_Generic_TX,Home/Residential Solar,"""solar system for home""",1,0,0,USD,0.00,0.00,Search
cost of pv solar,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[how much does it cost to install solar panels],1,0,0,USD,0.00,0.00,Search
franklin whole home battery cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Home/Residential Solar,"""solar battery for house""",1,0,0,USD,0.00,0.00,Search
can i add solar panels to my existing system myself,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
tesla solar panel installation,Phrase match,None,G_S_NB_Generic_TX,Solar Installation,"""solar panel installation""",3,0,0,USD,0.00,0.00,Search
texas solar panel tax credit,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar energy credit""",1,0,0,USD,0.00,0.00,Search
prosolar,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
texas solar rebate,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel programs""",1,0,0,USD,0.00,0.00,Search
kwh solar calculator,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""how much solar""",1,0,0,USD,0.00,0.00,Search
solar st,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
solar loans for homeowners,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Leasing/Financing,[solar panel loans],1,0,0,USD,0.00,0.00,Search
rec 405 solar panel review,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""whats the best solar panel""",1,0,0,USD,0.00,0.00,Search
solar power companies in texas,Exact match (close variant),None,G_S_NB_Generic_TX,Texas,[texas solar],2,0,0,USD,0.00,0.00,Search
how many solar panels are needed to run a house,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""how much solar""",1,0,0,USD,0.00,0.00,Search
vertical solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar cell""",1,0,0,USD,0.00,0.00,Search
solar savings,Exact match,Added,G_S_NB_Generic_TX,Solar Cost,[solar savings],1,0,0,USD,0.00,0.00,Search
how many batteries do i need for a 20kw solar system,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""how much solar power do i need""",1,0,0,USD,0.00,0.00,Search
solar electricity plans,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""get solar""",1,0,0,USD,0.00,0.00,Search
solar panels for tiny house,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar electric""",1,0,0,USD,0.00,0.00,Search
how does the solar tax credit work if i don t owe taxes,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,tax credit for solar,1,0,0,USD,0.00,0.00,Search
powur solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
how much does it cost to install solar panels in texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,solar panel cost calculator,1,0,0,USD,0.00,0.00,Search
how much do solar energy cost,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar cost estimator],1,0,0,USD,0.00,0.00,Search
premier solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",2,0,0,USD,0.00,0.00,Search
how much do solar panel batteries cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much solar""",1,0,0,USD,0.00,0.00,Search
cost of solar system in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panel pricing""",1,0,0,USD,0.00,0.00,Search
xoom energy solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Companies,solar companies,1,0,0,USD,0.00,0.00,Search
palmetto solar reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar reviews""",7,0,0,USD,0.00,0.00,Search
whole house backup battery,Broad match,None,G_S_NB_Generic_CA,Home/Residential Solar,solar battery for house,1,0,0,USD,0.00,0.00,Search
dubco solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
solar costs 2023,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""solar power offers""",1,0,0,USD,0.00,0.00,Search
secondhand solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""buy solar""",1,0,0,USD,0.00,0.00,Search
solar panels tucson az,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panels near me""",1,0,0,USD,0.00,0.00,Search
emergency solar generator for home,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""best solar power""",1,0,0,USD,0.00,0.00,Search
government funded solar programs,Exact match,Added,G_S_NB_Generic_CA,Solar Incentives/Credits,[government funded solar programs],6,1,1,USD,22.66,0.00,Search
solar battery cost,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panel battery price""",4,0,0,USD,0.00,0.00,Search
how much power a solar panel can produce,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar panel output calculator""",1,0,0,USD,0.00,0.00,Search
solar panels companies,Exact match,Added,G_S_NB_Generic_CA,Solar Companies,[solar panels companies],2,0,0,USD,0.00,0.00,Search
demand solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
cost of solar panels sacramento,Exact match,Added,G_S_NB_Generic_CA,CA - Sacramento,[cost of solar panels sacramento],4,0,0,USD,0.00,0.00,Search
how much should i pay for solar panels,Exact match,Added,G_S_NB_Generic_CA,Solar Cost,[how much should i pay for solar panels],3,0,0,USD,0.00,0.00,Search
13kw solar system price,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
la solar reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,solar panel reviews,1,0,0,USD,0.00,0.00,Search
cheapest powerwall,Broad match,None,G_S_NB_Generic_CA,Solar Low Cost,affordable solar,1,0,0,USD,0.00,0.00,Search
